# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 11:32:01 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null
# CONSTRAINT:  and pl_radjstr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HD 221416,b,HD 221416 b,Transit,0,1,14.27670000,0.00370000,-0.00370000,0,0.122800,0.002500,-0.002600,0,0.115000,0.034000,-0.030000,0,85.750,0.360,-0.350,0,0.19000,0.01800,-0.01800,0,Mass,0.836,0.031,-0.028,0,0.43100,0.06400,-0.06000,0,0,0,0,0,23h32m08.07s,353.033630,-21d48m05.1s,-21.801424,95.08,0.72,-0.72,0,95.80,0.73,-0.73,0,8.146,0.014,0,V (Johnson),7.908,,0,5080.00,90.00,-90.00,0,1.21,0.07,-0.07,0,2.94,0.06,-0.06,0,2019-04-18,Transiting Exoplanet Survey Satellite (TESS)
HD 2685,b,HD 2685 b,Transit,0,1,4.12688000,0.00005000,-0.00004000,0,0.056800,0.000600,-0.000600,0,0.091000,0.039000,-0.047000,0,89.252,0.415,-0.444,0,1.17000,0.12000,-0.12000,0,Mass,1.440,0.050,-0.050,0,,,,,0,0,0,0,00h29m18.95s,7.328958,-76d18m14.62s,-76.304061,197.98,0.85,-0.70,0,197.98,0.78,-0.78,0,,,,,9.520,,0,6801.00,76.00,-76.00,0,1.43,0.05,-0.04,0,1.56,0.05,-0.05,0,2019-10-24,Transiting Exoplanet Survey Satellite (TESS)
HD 332231,b,HD 332231 b,Transit,0,1,18.71204000,0.00043000,-0.00043000,0,0.143600,0.003200,-0.003300,0,0.032000,0.030000,-0.022000,0,89.680,0.220,-0.280,0,0.24400,0.02100,-0.02100,0,Mass,0.867,0.027,-0.025,0,0.46400,0.05400,-0.05200,0,0,0,0,0,20h26m57.92s,306.741333,+33d44m40.02s,33.744450,80.85,0.19,-0.19,0,80.85,0.19,-0.19,0,8.560,,0,V (Johnson),8.418,,0,6089.00,97.00,-96.00,0,1.13,0.08,-0.08,0,1.28,0.04,-0.04,0,2020-05-21,Transiting Exoplanet Survey Satellite (TESS)
HD 80606,b,HD 80606 b,Radial Velocity,0,1,111.43670000,0.00040000,-0.00040000,0,,,,,0.930000,0.000000,0.000000,0,89.290,0.020,-0.020,0,4.38000,0.74000,-0.74000,0,Mass,1.070,0.030,-0.030,0,,,,,0,0,0,0,09h22m37.57s,140.656540,+50d36m13.4s,50.603722,66.60,0.16,-0.16,0,66.60,0.16,-0.16,0,9.001,0.019,0,V (Johnson),8.820,,0,5561.00,24.00,-24.00,0,1.15,0.27,-0.27,0,1.04,0.02,-0.02,0,2018-04-26,Multiple Observatories
HD 80653,b,HD 80653 b,Transit,0,1,0.71957300,0.00002100,-0.00002100,0,0.016600,0.000300,-0.000300,0,,,,,82.100,2.400,-2.400,0,0.01762,0.00135,-0.00135,0,Mass,0.144,0.006,-0.006,0,7.40000,1.10000,-1.10000,0,0,0,1,0,09h21m21.42s,140.339249,+14d22m04.5s,14.367923,109.86,0.81,-0.81,0,110.20,0.80,-0.80,0,9.452,0.023,0,V (Johnson),9.307,,0,,,,,1.18,0.04,-0.04,0,1.22,0.01,-0.01,0,2020-01-30,K2
HD 89345,b,HD 89345 b,Transit,0,1,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,0.220000,0.095000,-0.130000,0,87.210,0.430,-0.220,0,0.11000,0.01700,-0.01800,0,Mass,0.660,0.028,-0.030,0,0.47100,0.09400,-0.08400,0,0,0,1,3,10h18m41.06s,154.671066,+10d07m44.5s,10.129028,132.80,1.80,-1.70,0,132.85,0.80,-0.80,0,9.376,0.028,0,V (Johnson),9.217,,0,5576.00,73.00,-76.00,0,1.16,0.04,-0.04,0,1.75,0.05,-0.05,0,2018-08-23,K2
HD 97658,b,HD 97658 b,Radial Velocity,0,1,9.49090000,0.00160000,-0.00160000,0,,,,,0.060000,0.050000,-0.050000,0,89.450,0.400,-0.400,0,0.03000,0.00000,0.00000,0,Mass,0.210,0.010,-0.010,0,,,,,0,0,0,1,11h14m33.16s,168.638184,+25d42m37.4s,25.710384,21.58,0.03,-0.03,0,21.58,0.03,-0.03,0,7.710,0.010,0,V (Johnson),7.514,,0,5175.00,25.00,-25.00,0,0.89,0.15,-0.15,0,0.74,0.01,-0.01,0,2018-04-26,W. M. Keck Observatory
HIP 116454,b,HIP 116454 b,Transit,0,1,9.12050000,0.00050000,-0.00050000,0,,,,,0.200000,0.070000,-0.070000,0,88.430,0.400,-0.400,0,0.04000,0.01000,-0.01000,0,Mass,0.220,0.010,-0.010,0,,,,,0,0,1,0,23h35m49.28s,353.955353,+00d26m43.9s,0.445516,62.56,0.18,-0.18,0,62.56,0.18,-0.18,0,10.190,0.009,0,V (Johnson),9.932,,0,5089.00,50.00,-50.00,0,0.81,0.11,-0.11,0,0.72,0.02,-0.02,0,2018-04-26,K2
HIP 65426,b,HIP 65426 b,Imaging,0,1,,,,,92.000000,,,0,,,,,,,,,9.00000,3.00000,-3.00000,0,Mass,1.500,0.100,-0.100,0,,,,,0,0,0,1,13h24m36.10s,201.150406,-51d30m16.1s,-51.504459,111.40,3.80,-3.80,0,109.21,0.75,-0.75,0,6.982,0.010,0,V (Johnson),6.983,,0,8840.00,200.00,-200.00,0,1.96,0.04,-0.04,0,1.77,0.05,-0.05,0,2017-07-13,Paranal Observatory
HN Peg,b,HN Peg b,Imaging,0,1,,,,,773.000000,13.000000,-13.000000,0,,,,,,,,,21.99870,9.42803,-9.42803,0,Mass,1.051,0.136,-0.058,0,,,,,0,0,0,0,21h44m31.33s,326.130554,+14d46m19.0s,14.771939,18.13,0.02,-0.02,0,18.13,0.02,-0.02,0,5.950,0.020,0,V (Johnson),5.811,,0,5974.00,,,0,1.10,,,0,1.04,,,0,2014-05-14,Spitzer Space Telescope
HR 2562,b,HR 2562 b,Imaging,0,1,,,,,20.300000,0.300000,-0.300000,0,,,,,,,,,30.00000,15.00000,-15.00000,0,Mass,1.110,0.110,-0.110,0,,,,,0,0,0,1,06h50m01.01s,102.504227,-60d14m56.9s,-60.249146,34.04,0.05,-0.05,0,34.04,0.05,-0.05,0,6.110,,0,V (Johnson),5.989,,0,,,,,1.30,,,0,,,,,2016-09-08,Gemini Observatory
HR 8799,b,HR 8799 b,Imaging,0,4,170000.00000000,,,0,68.000000,,,0,,,,,,,,,7.00000,4.00000,-2.00000,0,Mass,1.200,0.100,-0.100,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2014-05-14,Gemini Observatory
HR 8799,c,HR 8799 c,Imaging,0,4,69000.00000000,,,0,38.000000,,,0,,,,,,,,,10.00000,3.00000,-3.00000,0,Mass,1.200,0.100,0.000,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2014-05-14,Gemini Observatory
HR 8799,d,HR 8799 d,Imaging,0,4,37000.00000000,,,0,24.000000,,,0,,,,,,,,,10.00000,3.00000,-3.00000,0,Mass,1.200,0.100,0.000,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2014-05-14,W. M. Keck Observatory
HR 8799,e,HR 8799 e,Imaging,0,4,,,,,16.400000,2.100000,-1.100000,0,0.150000,0.080000,-0.080000,0,25.000,8.000,-8.000,0,10.00000,7.00000,-4.00000,0,Mass,1.170,0.130,-0.110,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2019-06-27,W. M. Keck Observatory
K2-10,b,K2-10 b,Transit,0,1,19.30440000,0.00120000,-0.00120000,0,,,,,0.310000,0.160000,-0.180000,0,,,,,0.08495,0.05349,-0.05034,0,Mass,0.343,0.031,-0.030,0,2.60000,2.10000,-1.60000,0,0,0,1,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,274.48,3.10,-3.10,0,274.48,3.10,-3.10,0,12.418,0.020,0,V (Johnson),12.216,,0,5620.00,70.00,-70.00,0,0.92,0.05,-0.05,0,0.98,0.08,-0.08,0,2016-02-11,K2
K2-111,b,K2-111 b,Transit,0,1,5.35117000,0.00055000,-0.00055000,0,0.062100,0.009200,-0.008500,0,0.000000,,,0,86.200,1.000,-1.000,0,0.02706,0.01227,-0.01227,0,Mass,0.170,0.018,-0.018,0,6.60000,4.50000,-3.20000,0,0,0,1,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,201.51,2.74,-2.74,0,201.51,2.74,-2.74,0,11.137,0.040,0,V (Johnson),10.929,,0,5730.00,50.00,-50.00,0,0.88,0.02,-0.02,0,1.23,0.10,-0.10,0,2017-05-10,K2
K2-132,b,K2-132 b,Transit,0,1,9.17510000,0.00230000,-0.00270000,0,,,,,,,,,,,,,0.49000,0.06000,-0.06000,0,Mass,1.300,0.070,-0.070,0,,,,,0,0,1,1,12h08m39.94s,182.166397,-08d44m49.8s,-8.747175,620.41,17.92,-17.92,0,620.41,17.92,-17.92,0,11.897,0.030,0,V (Johnson),11.640,,0,4840.00,90.00,-90.00,0,1.08,0.08,-0.08,0,3.85,0.13,-0.13,0,2017-10-19,K2
K2-137,b,K2-137 b,Transit,0,1,0.17971500,0.00000100,-0.00000100,0,0.005800,0.000600,-0.000600,0,0.000000,,,0,89.600,3.300,-3.300,0,0.50000,,,1,Mass,0.079,0.008,-0.008,0,,,,,0,0,1,0,12h27m28.97s,186.870728,-06d11m42.8s,-6.195224,99.15,0.61,-0.61,0,99.15,0.61,-0.61,0,15.498,0.054,0,V (Johnson),14.435,,0,3492.00,70.00,-70.00,0,0.46,0.05,-0.05,0,0.44,0.04,-0.04,0,2017-11-16,K2
K2-141,b,K2-141 b,Transit,0,2,0.28032440,0.00000150,-0.00000150,0,,,,,0.000000,,,0,86.300,2.700,-3.600,0,0.01598,0.00129,-0.00129,0,Mass,0.135,0.004,-0.004,0,8.20000,1.10000,-1.10000,0,0,0,1,0,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,0.17,-0.17,0,61.98,0.17,-0.17,0,11.389,0.148,0,V (Johnson),10.722,,0,4599.00,79.00,-79.00,0,0.71,0.03,-0.03,0,0.68,0.02,-0.02,0,2018-01-18,K2
K2-141,c,K2-141 c,Transit,0,2,7.74850000,0.00022000,-0.00022000,0,,,,,0.000000,,,0,87.200,1.600,-2.000,0,0.02328,,,1,Mass,0.624,0.410,-0.250,0,,,,,0,0,1,1,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,0.17,-0.17,0,61.98,0.17,-0.17,0,11.389,0.148,0,V (Johnson),10.722,,0,4599.00,79.00,-79.00,0,0.71,0.03,-0.03,0,0.68,0.02,-0.02,0,2018-01-18,K2
K2-146,b,K2-146 b,Transit,0,2,2.64460000,0.00006000,-0.00006000,0,,,,,0.129000,0.019000,-0.019000,0,88.930,0.110,-0.110,0,0.01816,0.00024,-0.00024,0,Mass,0.183,0.005,-0.005,0,3.69000,0.21000,-0.21000,0,1,0,1,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,79.31,0.45,-0.45,0,79.48,0.47,-0.47,0,16.248,0.072,0,V (Johnson),14.983,,0,3385.00,70.00,-70.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,2019-08-15,K2
K2-146,c,K2-146 c,Transit,0,2,4.00498000,0.00011000,-0.00011000,0,,,,,0.075000,0.016000,-0.016000,0,87.540,0.040,-0.040,0,0.02358,0.00031,-0.00031,0,Mass,0.195,0.006,-0.006,0,3.92000,0.27000,-0.27000,0,1,0,1,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,79.31,0.45,-0.45,0,79.48,0.47,-0.47,0,16.248,0.072,0,V (Johnson),14.983,,0,3385.00,70.00,-70.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,2019-08-15,K2
K2-18,b,K2-18 b,Transit,0,2,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,0.200000,0.080000,-0.080000,0,,,,,0.02807,0.00535,-0.00503,0,Mass,0.211,0.020,-0.020,0,4.11000,1.72000,-1.18000,0,0,0,1,1,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.050,0,V (Johnson),12.415,,0,3457.00,39.00,-39.00,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,2019-03-21,K2
K2-216,b,K2-216 b,Transit,0,1,2.17480000,0.00005000,-0.00005000,0,0.028000,0.003000,-0.007000,0,0.000000,,,0,86.900,2.200,-4.000,0,0.02517,0.00503,-0.00503,0,Mass,0.156,0.015,-0.009,0,8.20000,2.80000,-2.20000,0,0,0,1,0,00h45m55.26s,11.480249,+06d20m49.1s,6.346971,115.84,0.70,-0.70,0,115.84,0.70,-0.70,0,12.476,0.050,0,V (Johnson),12.058,,0,4503.00,69.00,-69.00,0,0.70,0.03,-0.03,0,0.72,0.03,-0.03,0,2018-11-01,K2
K2-22,b,K2-22 b,Transit,0,1,0.38107800,0.00000100,-0.00000100,0,0.008800,0.000800,-0.000800,0,,,,,,,,,1.40000,,,1,Mass,0.223,0.036,-0.036,1,,,,,0,0,1,0,11h17m55.88s,169.482819,+02d37m08.7s,2.619070,245.53,2.81,-2.81,0,245.53,2.81,-2.81,0,15.597,0.050,0,V (Johnson),14.954,,0,3830.00,100.00,-100.00,0,0.60,0.07,-0.07,0,0.57,0.06,-0.06,0,2015-10-15,K2
K2-232,b,K2-232 b,Transit,0,1,11.16845400,0.00002300,-0.00002300,0,0.103560,0.000810,-0.000770,0,0.258000,0.025000,-0.025000,0,89.140,0.130,-0.110,0,0.39800,0.03700,-0.03700,0,Mass,1.000,0.022,-0.020,0,,,,,0,0,1,1,04h55m03.96s,73.766510,+18d39m16.3s,18.654535,131.21,0.76,-0.76,0,131.21,0.76,-0.76,0,9.899,0.039,0,V (Johnson),9.726,,0,6154.00,60.00,-60.00,0,1.19,0.03,-0.03,0,1.16,0.02,-0.02,0,2018-04-05,K2
K2-237,b,K2-237 b,Transit,0,1,2.18055770,0.00000570,-0.00000570,0,0.035300,0.001200,-0.001200,0,0.000000,,,0,84.600,0.300,-0.300,0,1.23600,0.04400,-0.04400,0,Mass,1.642,0.050,-0.050,0,0.37000,0.03600,-0.03600,0,0,0,1,1,16h55m04.53s,253.768890,-28d42m38.0s,-28.710564,309.50,7.40,-7.40,0,317.60,7.12,-7.12,0,11.601,0.050,0,V (Johnson),11.467,,0,6099.00,110.00,-110.00,0,1.23,0.05,-0.05,0,1.38,0.04,-0.04,0,2019-05-23,K2
K2-238,b,K2-238 b,Transit,0,1,3.20466000,0.00003000,-0.00003000,0,0.046000,0.007000,-0.006000,0,0.000000,,,0,84.500,1.800,-1.500,0,0.86000,0.13000,-0.12000,0,Mass,1.300,0.150,-0.140,0,0.56000,0.25000,-0.16000,0,0,0,1,0,23h10m49.04s,347.704346,-07d51m27.0s,-7.857499,453.00,72.00,-46.00,0,6779.46,9180.82,-9180.82,0,13.748,0.020,0,V (Johnson),13.664,,0,5630.00,78.00,-78.00,0,1.19,0.08,-0.08,0,1.59,0.16,-0.16,0,2018-06-21,K2
K2-24,b,K2-24 b,Transit,0,2,20.88977000,0.00034000,-0.00035000,0,,,,,0.060000,0.010000,-0.010000,0,,,,,0.05978,0.00692,-0.00661,0,Mass,0.482,0.018,-0.018,0,0.64000,0.12000,-0.10000,0,1,0,1,0,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,171.39,1.35,-1.35,0,171.39,1.35,-1.35,0,11.070,0.110,0,V (Johnson),10.907,,0,5625.00,60.00,-60.00,0,1.07,0.06,-0.06,0,1.16,0.04,-0.04,0,2018-12-13,K2
K2-24,c,K2-24 c,Transit,0,2,42.33910000,0.00120000,-0.00120000,0,,,,,0.070000,,,1,,,,,0.04845,0.00598,-0.00566,0,Mass,0.669,0.027,-0.027,0,0.20000,0.04000,-0.03000,0,1,0,1,0,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,171.39,1.35,-1.35,0,171.39,1.35,-1.35,0,11.070,0.110,0,V (Johnson),10.907,,0,5625.00,60.00,-60.00,0,1.07,0.06,-0.06,0,1.16,0.04,-0.04,0,2018-12-13,K2
K2-260,b,K2-260 b,Transit,0,1,2.62666570,0.00000180,-0.00000180,0,0.040400,0.001300,-0.001600,0,0.000000,,,0,88.670,0.890,-1.000,0,1.42000,0.31000,-0.32000,0,Mass,1.552,0.048,-0.057,0,0.50000,0.12000,-0.12000,0,0,0,1,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,676.32,19.42,-19.42,0,676.32,19.42,-19.42,0,12.689,0.110,0,V (Johnson),12.467,,0,6367.00,250.00,-250.00,0,1.39,0.05,-0.06,0,1.69,0.03,-0.03,0,2018-08-16,K2
K2-261,b,K2-261 b,Transit,0,1,11.63344000,0.00012000,-0.00012000,0,0.102000,0.019000,-0.020000,0,0.390000,0.150000,-0.150000,0,88.400,1.100,-1.900,0,0.22300,0.03100,-0.03100,0,Mass,0.850,0.026,-0.022,0,0.48300,0.07600,-0.08100,0,0,0,1,0,10h52m07.78s,163.032425,+00d29m36.1s,0.493352,214.58,1.97,-1.97,0,214.58,1.97,-1.97,0,10.612,0.059,0,V (Johnson),10.459,,0,5537.00,71.00,-71.00,0,1.10,0.01,-0.02,0,1.65,0.04,-0.04,0,2018-08-16,K2
K2-263,b,K2-263 b,Transit,0,1,50.81894700,0.00009400,-0.00009400,0,0.257300,0.002900,-0.002900,0,0.140000,,,1,89.240,0.050,-0.070,0,0.04657,0.00975,-0.00975,0,Mass,0.215,0.011,-0.011,0,5.70000,1.60000,-1.40000,0,0,0,1,0,08h38m43.77s,129.682388,+15d40m50.3s,15.680626,163.23,1.37,-1.37,0,163.23,1.37,-1.37,0,11.606,0.040,0,V (Johnson),11.405,,0,5368.00,44.00,-44.00,0,0.88,0.03,-0.03,0,0.85,0.02,-0.02,0,2018-09-27,K2
K2-265,b,K2-265 b,Transit,0,1,2.36917200,0.00008900,-0.00008900,0,0.033760,0.000210,-0.000210,0,0.084000,0.079000,-0.079000,0,87.700,1.600,-1.600,0,0.02058,0.00264,-0.00264,0,Mass,0.153,0.010,-0.010,0,7.10000,1.80000,-1.80000,0,0,0,1,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,139.22,0.98,-0.98,0,139.22,0.98,-0.98,0,11.102,0.037,0,V (Johnson),10.928,,0,5477.00,27.00,-27.00,0,0.92,0.02,-0.02,0,0.98,0.05,-0.05,0,2018-10-04,K2
K2-266,b,K2-266 b,Transit,0,4,0.65852400,0.00001700,-0.00001700,0,0.013060,0.000200,-0.000210,0,,,,,75.320,0.620,-0.700,0,0.03545,0.03578,-0.03578,0,Msin(i)/sin(i),0.294,0.161,-0.116,0,1.77000,1.90000,-0.88000,0,0,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2018-10-26,K2
K2-266,c,K2-266 c,Transit,0,4,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.042000,0.043000,-0.030000,0,88.280,0.810,-0.410,0,0.00091,0.00054,-0.00054,0,Msin(i)/sin(i),0.063,0.009,-0.008,0,4.51000,0.81000,-0.67000,0,0,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2018-10-26,K2
K2-266,d,K2-266 d,Transit,0,4,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,0.047000,0.043000,-0.032000,0,89.460,0.320,-0.250,0,0.02800,0.01793,-0.01196,0,Mass,0.261,0.012,-0.011,0,2.03000,0.64000,-0.43000,0,1,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2019-07-25,K2
K2-266,e,K2-266 e,Transit,0,4,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,0.043000,0.036000,-0.030000,0,89.450,0.250,-0.180,0,0.04499,0.02014,-0.01573,0,Mass,0.244,0.012,-0.010,0,2.21000,0.70000,-0.47000,0,1,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2019-07-25,K2
K2-27,b,K2-27 b,Transit,0,1,6.77131500,0.00008500,-0.00008500,0,0.067020,0.000710,-0.000710,0,0.251000,0.088000,-0.088000,0,,,,,0.09722,0.01447,-0.01447,0,Mass,0.400,0.021,-0.021,0,1.87000,0.41000,-0.41000,0,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,251.43,2.48,-2.48,0,251.43,2.48,-2.48,0,12.640,0.020,0,V (Johnson),12.453,,0,5248.00,60.00,-60.00,0,0.87,0.03,-0.02,0,0.89,0.04,-0.04,0,2017-02-09,K2
